ticker,trade_id,ts,yes_price,count,taker_side,raw_json
KXETH15M-26APR271945-45,d8b49b1f-2901-66f1-ed5a-744fcc3411e7,1777332613,0.43,3.34,no,"{""count_fp"":""3.34"",""created_time"":""2026-04-27T23:30:13.098118Z"",""no_price_dollars"":""0.5700"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271945-45"",""trade_id"":""d8b49b1f-2901-66f1-ed5a-744fcc3411e7"",""yes_price_dollars"":""0.4300""}"
KXETH15M-26APR271945-45,0f3de4b8-95d9-53a0-a35e-12ef28e80d40,1777332616,0.44,1.0,no,"{""count_fp"":""1.00"",""created_time"":""2026-04-27T23:30:16.227437Z"",""no_price_dollars"":""0.5600"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271945-45"",""trade_id"":""0f3de4b8-95d9-53a0-a35e-12ef28e80d40"",""yes_price_dollars"":""0.4400""}"
KXETH15M-26APR271945-45,0b1a9c34-3f9d-54e1-80ee-ddcdf2bdecbf,1777332616,0.45,56.66,no,"{""count_fp"":""56.66"",""created_time"":""2026-04-27T23:30:16.227437Z"",""no_price_dollars"":""0.5500"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271945-45"",""trade_id"":""0b1a9c34-3f9d-54e1-80ee-ddcdf2bdecbf"",""yes_price_dollars"":""0.4500""}"
KXETH15M-26APR271945-45,0829ec41-0bda-569d-9fbf-6eb4c633d097,1777332616,0.43,19.05,no,"{""count_fp"":""19.05"",""created_time"":""2026-04-27T23:30:16.227437Z"",""no_price_dollars"":""0.5700"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271945-45"",""trade_id"":""0829ec41-0bda-569d-9fbf-6eb4c633d097"",""yes_price_dollars"":""0.4300""}"
KXETH15M-26APR271945-45,229da2b6-d692-7f29-2e28-c6a9160c3b43,1777332618,0.49,8.81,no,"{""count_fp"":""8.81"",""created_time"":""2026-04-27T23:30:18.904495Z"",""no_price_dollars"":""0.5100"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271945-45"",""trade_id"":""229da2b6-d692-7f29-2e28-c6a9160c3b43"",""yes_price_dollars"":""0.4900""}"
KXETH15M-26APR271945-45,67f0277e-cbc6-4de0-d665-6f880ce4738c,1777332624,0.51,9.85,no,"{""count_fp"":""9.85"",""created_time"":""2026-04-27T23:30:24.370179Z"",""no_price_dollars"":""0.4900"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271945-45"",""trade_id"":""67f0277e-cbc6-4de0-d665-6f880ce4738c"",""yes_price_dollars"":""0.5100""}"
KXETH15M-26APR271945-45,a99efbe2-5c1d-6bf4-91a1-f22505ede173,1777332625,0.49,0.81,yes,"{""count_fp"":""0.81"",""created_time"":""2026-04-27T23:30:25.731452Z"",""no_price_dollars"":""0.5100"",""taker_side"":""yes"",""ticker"":""KXETH15M-26APR271945-45"",""trade_id"":""a99efbe2-5c1d-6bf4-91a1-f22505ede173"",""yes_price_dollars"":""0.4900""}"
KXETH15M-26APR271945-45,1b01d65e-41e8-6d23-b022-c986cb6c7b50,1777332625,0.48,1.0,yes,"{""count_fp"":""1.00"",""created_time"":""2026-04-27T23:30:25.731452Z"",""no_price_dollars"":""0.5200"",""taker_side"":""yes"",""ticker"":""KXETH15M-26APR271945-45"",""trade_id"":""1b01d65e-41e8-6d23-b022-c986cb6c7b50"",""yes_price_dollars"":""0.4800""}"
KXETH15M-26APR271945-45,4e588e16-cf59-471c-8e49-3a9770ca0425,1777332625,0.47,1.0,yes,"{""count_fp"":""1.00"",""created_time"":""2026-04-27T23:30:25.250249Z"",""no_price_dollars"":""0.5300"",""taker_side"":""yes"",""ticker"":""KXETH15M-26APR271945-45"",""trade_id"":""4e588e16-cf59-471c-8e49-3a9770ca0425"",""yes_price_dollars"":""0.4700""}"
KXETH15M-26APR271945-45,bfa4c518-d742-5e88-faa5-e4152c0c3f20,1777332625,0.49,0.15,no,"{""count_fp"":""0.15"",""created_time"":""2026-04-27T23:30:25.154162Z"",""no_price_dollars"":""0.5100"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271945-45"",""trade_id"":""bfa4c518-d742-5e88-faa5-e4152c0c3f20"",""yes_price_dollars"":""0.4900""}"
