ticker,trade_id,ts,yes_price,count,taker_side,raw_json
KXETH15M-26APR271645-45,26aec075-7bb2-6ca7-6ade-9f085a224ea5,1777321808,0.47,56.0,no,"{""count_fp"":""56.00"",""created_time"":""2026-04-27T20:30:08.088464Z"",""no_price_dollars"":""0.5300"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""26aec075-7bb2-6ca7-6ade-9f085a224ea5"",""yes_price_dollars"":""0.4700""}"
KXETH15M-26APR271645-45,15ae0a52-4a1b-44ec-cc34-917a31dc64b3,1777321810,0.45,25.0,no,"{""count_fp"":""25.00"",""created_time"":""2026-04-27T20:30:10.897641Z"",""no_price_dollars"":""0.5500"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""15ae0a52-4a1b-44ec-cc34-917a31dc64b3"",""yes_price_dollars"":""0.4500""}"
KXETH15M-26APR271645-45,bbdbfc2b-a3d5-7974-b3e8-3b517cd7787a,1777321818,0.49,1.98,yes,"{""count_fp"":""1.98"",""created_time"":""2026-04-27T20:30:18.698108Z"",""no_price_dollars"":""0.5100"",""taker_side"":""yes"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""bbdbfc2b-a3d5-7974-b3e8-3b517cd7787a"",""yes_price_dollars"":""0.4900""}"
KXETH15M-26APR271645-45,aa555184-ebba-5c4e-4d79-93ffeca79e7d,1777321820,0.48,1.0,yes,"{""count_fp"":""1.00"",""created_time"":""2026-04-27T20:30:20.370672Z"",""no_price_dollars"":""0.5200"",""taker_side"":""yes"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""aa555184-ebba-5c4e-4d79-93ffeca79e7d"",""yes_price_dollars"":""0.4800""}"
KXETH15M-26APR271645-45,79568a24-07c1-5184-5a8a-945b0ba49a36,1777321820,0.49,0.02,yes,"{""count_fp"":""0.02"",""created_time"":""2026-04-27T20:30:20.370672Z"",""no_price_dollars"":""0.5100"",""taker_side"":""yes"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""79568a24-07c1-5184-5a8a-945b0ba49a36"",""yes_price_dollars"":""0.4900""}"
KXETH15M-26APR271645-45,6e50be84-95d3-5e6a-5895-24d71c4a85a2,1777321820,0.5,1.93,yes,"{""count_fp"":""1.93"",""created_time"":""2026-04-27T20:30:20.370672Z"",""no_price_dollars"":""0.5000"",""taker_side"":""yes"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""6e50be84-95d3-5e6a-5895-24d71c4a85a2"",""yes_price_dollars"":""0.5000""}"
KXETH15M-26APR271645-45,43edf3e9-a7fe-6682-7751-bb4d83fe5a0a,1777321821,0.46,1.0,no,"{""count_fp"":""1.00"",""created_time"":""2026-04-27T20:30:21.611934Z"",""no_price_dollars"":""0.5400"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""43edf3e9-a7fe-6682-7751-bb4d83fe5a0a"",""yes_price_dollars"":""0.4600""}"
KXETH15M-26APR271645-45,bcf60bfa-47e6-7db7-2d8a-68a9d40e5969,1777321825,0.48,2.0,no,"{""count_fp"":""2.00"",""created_time"":""2026-04-27T20:30:25.992462Z"",""no_price_dollars"":""0.5200"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""bcf60bfa-47e6-7db7-2d8a-68a9d40e5969"",""yes_price_dollars"":""0.4800""}"
KXETH15M-26APR271645-45,3526b368-c2a7-5e76-9dab-418a52d8330a,1777321830,0.5,0.82,yes,"{""count_fp"":""0.82"",""created_time"":""2026-04-27T20:30:30.758024Z"",""no_price_dollars"":""0.5000"",""taker_side"":""yes"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""3526b368-c2a7-5e76-9dab-418a52d8330a"",""yes_price_dollars"":""0.5000""}"
KXETH15M-26APR271645-45,2c326552-8d97-54b5-9672-be6de0545dcc,1777321830,0.49,9.0,yes,"{""count_fp"":""9.00"",""created_time"":""2026-04-27T20:30:30.758024Z"",""no_price_dollars"":""0.5100"",""taker_side"":""yes"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""2c326552-8d97-54b5-9672-be6de0545dcc"",""yes_price_dollars"":""0.4900""}"
KXETH15M-26APR271645-45,5546957d-f6af-6a06-a9f9-2bf551b18af6,1777321833,0.5,1.0,yes,"{""count_fp"":""1.00"",""created_time"":""2026-04-27T20:30:33.799439Z"",""no_price_dollars"":""0.5000"",""taker_side"":""yes"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""5546957d-f6af-6a06-a9f9-2bf551b18af6"",""yes_price_dollars"":""0.5000""}"
KXETH15M-26APR271645-45,03af4d12-d29a-40a7-264e-84f083bc2849,1777321834,0.48,7.0,no,"{""count_fp"":""7.00"",""created_time"":""2026-04-27T20:30:34.554359Z"",""no_price_dollars"":""0.5200"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""03af4d12-d29a-40a7-264e-84f083bc2849"",""yes_price_dollars"":""0.4800""}"
KXETH15M-26APR271645-45,8c7e3f2c-3b9b-5c6a-a080-11bc67b4355e,1777321835,0.5,4.25,yes,"{""count_fp"":""4.25"",""created_time"":""2026-04-27T20:30:35.800069Z"",""no_price_dollars"":""0.5000"",""taker_side"":""yes"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""8c7e3f2c-3b9b-5c6a-a080-11bc67b4355e"",""yes_price_dollars"":""0.5000""}"
KXETH15M-26APR271645-45,7cdc5f0a-2806-74c3-a712-ef10f7fe1d1d,1777321839,0.48,1.41,no,"{""count_fp"":""1.41"",""created_time"":""2026-04-27T20:30:39.983967Z"",""no_price_dollars"":""0.5200"",""taker_side"":""no"",""ticker"":""KXETH15M-26APR271645-45"",""trade_id"":""7cdc5f0a-2806-74c3-a712-ef10f7fe1d1d"",""yes_price_dollars"":""0.4800""}"
